" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","295.1924324625"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"610","12438","-1107.7503347887","0.0001800465","0.9656284209","2.5472488265","484.4160910063","300.8562521130","183.5598388933","175.6622458519","242.4669773307","-66.8047314788","-72.8568452498","6.0521137710","149.7335561995","113.6937798652","-20.9603587341","-178.2494837875","157.2891250533","4.9674393600","12.4226824249","132.3423778818","0.0010565328","0.0000000000"
"611","12363","-1107.7565294802","0.0001789346","0.9658073555","2.5509418658","484.4197840456","299.9214514760","184.4983325696","174.7274452149","247.9255809372","-73.1981357223","-79.2637058435","6.0655701212","149.5013302779","119.8208256923","-21.3965750329","-180.0716316825","158.6750566496","5.0885591970","12.8979841310","131.5127433475","0.0020436024","0.0000000000"
"612","19270","-1107.7593538783","0.0001784299","0.9659857855","2.5526256645","484.4214678442","299.8876667330","184.5338011112","174.6936604719","238.3883788910","-63.6947184191","-69.7108829016","6.0161644825","151.1488496798","107.3958233074","-20.1562940962","-179.0475226016","158.8912285054","5.1094489311","12.2816993319","133.7570066353","0.0006947814","0.0000000000"
"613","21438","-1107.7594726470","0.0001784087","0.9661641942","2.5526964698","484.4215386495","299.1357507894","185.2857878601","173.9417445283","236.9560321497","-63.0142876214","-69.0438313335","6.0295437121","151.6979444108","106.0201890204","-20.7621012815","-180.9888660913","160.2267648098","5.0887218162","12.2815139786","134.3271878058","0.0005208103","0.0000000000"
"614","13295","-1107.7653443751","0.0001773642","0.9663415585","2.5561969706","484.4250391503","300.3739467069","184.0510924434","175.1799404459","241.3633551341","-66.1834146882","-72.1866675520","6.0032528637","150.3075977945","114.9235684454","-23.8678111057","-181.0703527043","157.2025415985","4.8318479320","12.0308936486","133.4275974889","0.0172587250","0.0000000000"
"615","15585","-1107.7692775852","0.0001766680","0.9665182265","2.5585418008","484.4273839805","299.6531634236","184.7742205569","174.4591571625","239.8011123387","-65.3419551762","-71.3558215364","6.0138663602","150.0935231652","110.6114162148","-20.9038270413","-180.5201305366","159.6163034953","5.0917890198","13.0201140443","131.9803875534","0.0012325477","0.0000000000"
"616","24011","-1107.7706885591","0.0001764189","0.9666946454","2.5593829697","484.4282251494","299.7814022784","184.6468228710","174.5873960173","237.3885711239","-62.8011751066","-68.8197956463","6.0186205397","151.1474356727","107.2072785063","-20.9661430551","-179.7583218999","158.7921788448","5.0547901400","12.8690757838","133.2221638578","0.0014058911","0.0000000000"
"617","2588","-1107.8033542168","0.0001707492","0.9668653946","2.5788569914","484.4476991711","300.6195080087","183.8281911624","175.4255017476","241.2011952494","-65.7756935018","-71.7795166074","6.0038231056","150.4396598142","113.5262049515","-22.7646695164","-181.0955234453","158.3308539289","5.0588338199","13.9519659785","131.4271438439","0.0017161719","0.0000000000"
"618","16695","-1107.8079736678","0.0001699622","0.9670353568","2.5816109322","484.4504531119","299.6624841429","184.7879689690","174.4684778818","240.8927555730","-66.4242776911","-72.4353897145","6.0111120234","150.5490080460","111.4915499764","-21.1478024495","-180.4008892878","159.2530868383","5.0571616852","12.5364832005","132.9551373547","0.0002258056","0.0000000000"
"619","6789","-1107.8123477524","0.0001692204","0.9672045772","2.5842185950","484.4530607747","300.0356424343","184.4174183404","174.8416361733","240.8315444883","-65.9899083151","-72.0297386728","6.0398303577","150.1567659282","112.0945648324","-21.4197862723","-180.2907585873","158.8709723150","5.0448647861","12.8216917633","132.2894815695","0.0007278094","0.0000000000"
"620","19687","-1107.8139479048","0.0001689499","0.9673735271","2.5851725449","484.4540147246","299.7192572152","184.7347575095","174.5252509541","238.5185125268","-63.9932615727","-70.0386122866","6.0453507139","152.9568284041","104.8110356146","-19.2493514919","-179.5785720010","160.3292205091","5.2655635007","12.9402777720","134.7341449816","0.0168421497","0.0000000000"
"621","12124","-1107.8172629517","0.0001683907","0.9675419178","2.5871488497","484.4559910294","299.7041379807","184.7518530488","174.5101317196","238.6756144025","-64.1654826829","-70.1557162118","5.9902335289","150.9946191070","109.4509249622","-21.7699296667","-180.4391220076","158.6691923408","5.0346281248","12.7606909695","133.1984496576","0.0008503552","0.0000000000"
"622","19142","-1107.8178140199","0.0001682979","0.9677102157","2.5874773756","484.4563195553","299.4538044458","185.0025151094","174.2597981847","237.6846432606","-63.4248450759","-69.4262972822","6.0014522063","151.2393609090","107.7565119500","-21.3112295983","-180.3140713442","159.0028417459","5.0757774844","12.5964903759","133.5664478759","0.0006451728","0.0000000000"
"623","12260","-1107.8192136746","0.0001680625","0.9678782783","2.5883117964","484.4571539761","299.5512050107","184.9059489655","174.3571987496","242.9369954072","-68.5797966576","-74.6108185456","6.0310218879","149.7553149750","114.4545353656","-21.2728549334","-180.2324369348","158.9595820015","5.0732886661","12.3104747361","132.3713311587","0.0002204141","0.0000000000"
"624","1932","-1107.8194389116","0.0001680247","0.9680463030","2.5884460742","484.4572882539","301.3311593375","183.1261289164","176.1371530764","243.9862084136","-67.8490553372","-73.8508972462","6.0018419090","149.8335261351","116.9285285873","-22.7758463088","-181.1856990450","158.4098527362","5.0797282397","14.1199035610","130.6325299069","0.0013644275","0.0000000000"
"625","24668","-1107.8217583416","0.0001676354","0.9682139384","2.5898288300","484.4586710097","299.7633449639","184.6953260459","174.5693387028","240.1429700242","-65.5736313214","-71.6071577552","6.0335264338","150.3120295830","110.8417134612","-21.0107730200","-180.3726093613","159.3618363413","5.0704414152","12.9314580569","132.3089974424","0.0011326685","0.0000000000"
"626","15583","-1107.8222625603","0.0001675509","0.9683814893","2.5901294260","484.4589716058","299.1394406251","185.3195309807","173.9454343640","242.9416588726","-68.9962245087","-75.0500314586","6.0538069500","149.9145869430","113.4178588813","-20.3907869516","-181.2697413855","160.8789544338","5.2034437322","12.2727592873","132.4369752623","0.0014086612","0.0000000000"
"627","4567","-1107.8283440428","0.0001665351","0.9685480244","2.5937549744","484.4625971541","298.9666807857","185.4959163684","173.7726745246","236.7655214904","-62.9928469658","-68.9756463416","5.9827993758","151.6394053561","105.3440039684","-20.2178878341","-181.1384147503","160.9205269162","5.1597442703","12.5747404264","133.9048522146","0.0000684447","0.0000000000"
"628","2404","-1107.8286030140","0.0001664919","0.9687145163","2.5939093632","484.4627515429","300.7855946846","183.6771568583","175.5915884235","242.7433251010","-67.1517366775","-73.1883570097","6.0366203322","150.9160480028","113.9397820677","-22.1125049695","-181.2071162439","159.0946112744","5.0719717524","13.0072453186","132.8338610016","0.0029699302","0.0000000000"
"629","9708","-1107.8357366818","0.0001653085","0.9688798248","2.5981621843","484.4670043641","300.0780164545","184.3889879095","174.8840101935","238.9975383089","-64.1135281154","-70.1195892521","6.0060611367","151.5638204872","109.0645142200","-21.6307963983","-179.2325062257","157.6017098274","5.0081384901","12.7198596490","133.8345577644","0.0012645837","0.0000000000"
"630","8179","-1107.8386315752","0.0001648306","0.9690446554","2.5998880096","484.4687301893","298.8557662628","185.6129639265","173.6617600017","237.7038377915","-64.0420777898","-70.0729623662","6.0308845764","150.7396487508","107.5284609331","-20.5642718925","-181.2602491920","160.6959772995","5.1328085181","12.7679592535","132.8377898439","0.0010911353","0.0000000000"
"631","9222","-1107.8423275588","0.0001642225","0.9692088779","2.6020914143","484.4709335941","299.4322607896","185.0386728044","174.2382545285","237.2403935087","-63.0021389802","-68.9787328487","5.9765938685","151.2851196397","107.4587174611","-21.5034435921","-180.3753835094","158.8719399173","5.0577182337","12.7567942551","133.4693485317","0.0012586192","0.0000000000"
"632","19147","-1107.8553435789","0.0001620988","0.9693709768","2.6098510701","484.4786932498","300.1429228470","184.3357704028","174.9489165859","239.9362908779","-64.9873742920","-70.9850123648","5.9976380728","151.4864416732","110.0675232209","-21.6176740161","-179.2884216253","157.6707476092","5.0127311985","12.6713764849","133.8014594085","0.0008745813","0.0000000000"
"633","11984","-1107.8572395772","0.0001617918","0.9695327686","2.6109813921","484.4798235718","298.6323573354","185.8474662365","173.4383510743","237.6870104923","-64.2486594180","-70.2267449725","5.9780855545","152.3329715993","106.7692375291","-21.4151986361","-182.4083981123","160.9931994763","5.1545423427","12.9447828030","134.2331361644","0.0005102893","0.0000000000"
"634","17211","-1107.8586206611","0.0001615685","0.9696943371","2.6118047417","484.4806469215","299.6670747176","184.8135722039","174.4730684565","247.2695262549","-72.7935751598","-78.8074980471","6.0139228873","148.8572231663","119.5258296389","-21.1135265503","-182.2258253355","161.1122987852","5.3211859319","14.7871984855","128.7470751712","0.0017635777","0.0000000000"
"635","5073","-1107.8601723793","0.0001613180","0.9698556551","2.6127298170","484.4815719968","299.2267295283","185.2548424684","174.0327232672","235.4247750040","-61.3920517367","-67.4158955753","6.0238438386","150.1090283357","107.1438892812","-21.8281426129","-183.6309530907","161.8028104778","5.1145473458","12.9721536728","132.0092638551","0.0130634620","0.0000000000"
"636","12261","-1107.8613090694","0.0001611347","0.9700167898","2.6134074684","484.4822496482","300.4521751895","184.0300744587","175.2581689284","244.1606757811","-68.9025068527","-74.9385466939","6.0360398412","150.0731251190","116.1334780825","-22.0459274204","-179.1206012661","157.0746738456","4.9685474912","12.7558794831","132.3483478335","0.0003503112","0.0000000000"
"637","16570","-1107.8647050054","0.0001605885","0.9701773783","2.6154319962","484.4842741759","299.1071768099","185.3770973660","173.9131705488","239.4751291227","-65.5619585739","-71.5772023079","6.0152437340","150.6726768677","109.1918361278","-20.3893838728","-181.5570593396","161.1676754668","5.1671590913","12.6293588160","132.8761417525","0.0000172079","0.0000000000"
"638","9333","-1107.8725171087","0.0001593388","0.9703367171","2.6200892748","484.4889314545","299.6231508052","184.8657806494","174.4291445441","239.5070210211","-65.0778764770","-71.0402235346","5.9623470576","151.6755756340","110.4642701283","-22.6328247411","-181.7235121522","159.0906874111","5.0282326351","13.2746140243","133.3721720167","0.0005569578","0.0000000000"
"639","21571","-1107.8743393361","0.0001590487","0.9704957658","2.6211756175","484.4900177972","300.3686016903","184.1214161068","175.1745954293","240.4972424181","-65.3226469889","-71.3378997109","6.0152527220","150.5672133573","113.7367058212","-23.8066767604","-181.3015402173","157.4948634569","4.9578259627","12.9127949861","132.6854198410","0.0111725675","0.0000000000"
"640","19603","-1107.8761727343","0.0001587574","0.9706545232","2.6222686196","484.4911107994","299.8323416733","184.6587691261","174.6383354122","240.9879490344","-66.3496136222","-72.3532840127","6.0036703905","150.4419430973","111.6933952098","-21.1473892727","-180.1320183462","158.9846290735","5.0683039175","12.9797435142","132.3927445964","0.0011510692","0.0000000000"
"641","16022","-1107.8832844540","0.0001576324","0.9708121555","2.6265083562","484.4953505359","298.6996437799","185.7957067560","173.5056375188","239.9540949448","-66.4484574260","-72.5360280818","6.0875706558","151.2524719224","107.7776921037","-19.0760690814","-180.5181870807","161.4421179993","5.2458419616","12.4636788347","133.5375614053","0.0053897208","0.0000000000"
"642","19570","-1107.8890805897","0.0001567213","0.9709688769","2.6299637917","484.4988059714","303.7248232651","180.7739827063","178.5308170040","248.2000171879","-69.6684565986","-75.6910545765","6.0225979780","150.6787977083","120.4750692861","-22.9538498064","-173.9139518478","150.9601020414","4.5643737777","11.5540684055","134.5334803389","0.0268751862","0.0000000000"
"643","19426","-1107.8893386086","0.0001566809","0.9711255578","2.6301176127","484.4989597925","300.3234571153","184.1755026772","175.1294508542","240.0522251560","-64.9227743018","-70.9238838577","6.0011095559","151.9085611179","109.3835247011","-21.2398606630","-179.9764751141","158.7366144511","5.0893624409","12.8059661117","134.0107872519","0.0024453134","0.0000000000"
"644","16520","-1107.8897166226","0.0001566217","0.9712821795","2.6303429703","484.4991851500","301.0611946111","183.4379905389","175.8671883500","243.7363735935","-67.8691852436","-73.8814167297","6.0122314861","149.5798933078","117.9329737999","-23.7764935141","-180.3220664647","156.5455729506","5.0138100112","14.2936596462","130.2358074905","0.0366161598","0.0000000000"
"645","16650","-1107.8917770188","0.0001562993","0.9714384788","2.6315713001","484.5004134798","299.0682544123","185.4321590675","173.8742481512","237.4650711533","-63.5908230022","-69.6137209489","6.0228979467","150.9370659226","107.3763736837","-20.8483684529","-180.9353965016","160.0870280487","5.1011580680","12.6983261208","133.1365701135","0.0010116204","0.0000000000"
"646","12234","-1107.8950442615","0.0001557895","0.9715942683","2.6335191058","484.5023612855","299.7143246752","184.7880366103","174.5203184141","239.5732627584","-65.0529443443","-71.0443699282","5.9914255840","150.6424968850","110.2865547133","-21.3557888399","-180.3363760264","158.9805871866","5.0592430110","12.9687374399","132.6128451335","0.0016713005","0.0000000000"
"647","4317","-1107.8979817402","0.0001553325","0.9717496008","2.6352703188","484.5041124985","299.9752328024","184.5288796961","174.7812265413","243.4181370985","-68.6369105571","-74.7039896037","6.0670790465","150.5853099183","113.3758115801","-20.5429843999","-181.5107226505","160.9677382507","5.1984601338","12.3718565130","133.0146017965","0.0003914750","0.0000000000"
"648","17239","-1107.9056449559","0.0001541467","0.9719037475","2.6398388363","484.5086810160","300.2859553939","184.2227256221","175.0919491328","248.3975205656","-73.3055714328","-79.3174784951","6.0119070623","149.4192552407","120.9080721098","-21.9298067848","-180.0892223826","158.1594155977","5.0389338301","12.6348480876","131.7444137293","0.0010595937","0.0000000000"
"649","2042","-1107.9066832501","0.0001539868","0.9720577343","2.6404578278","484.5093000075","300.6545467139","183.8547532935","175.4605404529","243.1852210355","-67.7246805827","-73.7065108463","5.9818302636","150.6501444486","114.3904011048","-21.8553245179","-182.0262611942","160.1709366763","5.1829469851","13.9331832206","131.5319114646","0.0021027784","0.0000000000"
"650","16951","-1107.9068044553","0.0001539681","0.9722117024","2.6405300857","484.5093722654","301.1192183058","183.3901539596","175.9252120447","239.7986237053","-63.8734116606","-69.8756848988","6.0022732382","150.2141401760","113.4413817884","-23.8568982590","-180.6057800238","156.7488817647","4.9141240244","12.8043009975","132.4905361432","0.0051790109","0.0000000000"
