" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"212","20482","-1250.6155736111","0.0012412884","0.7650271948","2.1763653971","567.8168303765","365.6426123338","202.1742180427","231.5061770541","318.2052779458","-86.6991008918","-92.9471421787","6.2480412869","146.5329241946","197.4220895471","-25.7497357959","-177.9473734376","152.1976376417","4.4900697030","10.4008097334","131.6420447583","0.0000000000","0.0000000000"
"213","17475","-1250.6166249029","0.0012399841","0.7662671789","2.1769921373","567.8174571167","366.0469499099","201.7705072068","231.9105146302","316.8089588630","-84.8984442328","-91.1916804140","6.2932361811","146.6201669793","195.0045704571","-24.8157785734","-177.3091508534","152.4933722800","4.5180739039","10.8268036303","131.2752894451","0.0000000000","0.0000000000"
"214","21218","-1250.6169771273","0.0012395474","0.7675067263","2.1772021201","567.8176670995","364.9546459779","202.8630211216","230.8182106982","315.6680765542","-84.8498658560","-91.0456554928","6.1957896369","146.7257546641","197.0335033198","-28.0911814298","-180.2630142070","152.1718327772","4.3302781836","9.9343799282","132.4610965523","0.0000000000","0.0000000000"
"215","23135","-1250.6250778585","0.0012295467","0.7687362731","2.1820314676","567.8224964471","365.0474550638","202.7750413833","230.9110197841","315.4972780784","-84.5862582944","-90.8224370868","6.2361787925","146.4564607308","197.0501420245","-28.0093246768","-180.1693875832","152.1600629064","4.3480670785","10.2180771244","131.8903165279","0.0000000000","0.0000000000"
"216","9975","-1250.6280461621","0.0012259025","0.7699621755","2.1838010572","567.8242660367","365.1131947922","202.7110712444","230.9767595125","319.5459719826","-88.5692124701","-94.8339958344","6.2647833643","145.0577901264","202.8230760846","-28.3348942283","-179.5007813949","151.1658871666","4.2927748734","9.9936441362","130.7713711168","0.0000000000","0.0000000000"
"217","30990","-1250.6354659768","0.0012168402","0.7711790157","2.1882244683","567.8286894478","362.5034291061","205.3252603417","228.3669938264","298.7664658809","-70.3994720545","-76.4337442250","6.0342721705","147.0824650431","178.0387844177","-26.3547835799","-182.1009294611","155.7461458812","4.3295542141","9.7477069411","133.0052038879","0.0000000000","0.0000000000"
"218","31074","-1250.6360067557","0.0012161823","0.7723951980","2.1885468601","567.8290118396","364.6950925868","203.1339192527","230.5586573071","301.2889431894","-70.7302858823","-76.8650955929","6.1348097106","147.8618951471","178.6761340746","-25.2490860323","-177.7182259015","152.4691398692","4.3234475225","9.8001811247","133.7382664998","0.0000000000","0.0000000000"
"219","29311","-1250.6458971550","0.0012042131","0.7735994111","2.1944431397","567.8349081192","361.7767140595","206.0581940597","227.6402787798","294.3048393347","-66.6645605549","-72.7423063605","6.0777458056","147.3095333589","172.7328302085","-25.7375242328","-183.3488904926","157.6113662599","4.4191813055","10.2000404705","132.6903115829","0.0000000000","0.0000000000"
"220","4816","-1250.6468958936","0.0012030110","0.7748024221","2.1950385497","567.8355035291","365.7698565025","202.0656470266","231.6334212227","317.0490686265","-85.4156474038","-91.7013025645","6.2856551607","145.7115951563","196.8131896975","-25.4757162272","-178.1768296970","152.7011134697","4.5129852313","10.5291092952","130.6695006298","0.0000000000","0.0000000000"
"221","27316","-1250.6554230420","0.0011927963","0.7759952184","2.2001221110","567.8405870904","361.9026885044","205.9378985860","227.7662532246","292.8438136497","-65.0775604251","-71.0219594647","5.9443990396","148.2464486795","172.1238631723","-27.5264982021","-185.0248993620","157.4984011599","4.3709267734","10.3015775622","133.5739443440","0.0000000000","0.0000000000"
"222","4897","-1250.6597869895","0.0011876024","0.7771828208","2.2027237303","567.8431887097","364.7786043169","203.0645843928","230.6421690372","314.9839855706","-84.3418165334","-90.6114434975","6.2696269641","146.6248280121","196.0493324821","-27.6901749235","-180.4566737967","152.7664988731","4.3647718044","10.1614979413","132.0985582664","0.0000000000","0.0000000000"
"223","26066","-1250.6628264974","0.0011839981","0.7783668189","2.2045357692","567.8450007487","363.7922394873","204.0527612614","229.6558042076","299.0762127961","-69.4204085885","-75.5137060878","6.0932974993","147.4473349137","176.1788588596","-24.5499809772","-178.7345936550","154.1846126778","4.4744880508","10.7772490443","132.1955978186","0.0000000000","0.0000000000"
"224","7327","-1250.6634485136","0.0011832619","0.7795500808","2.2049065916","567.8453715711","365.8115556858","202.0338158853","231.6751204061","317.6076677033","-85.9325472973","-92.2027629615","6.2702156642","146.1278023118","197.2431382777","-25.7632728862","-177.9937320352","152.2304591490","4.4703489109","10.1422092253","131.5152441755","0.0000000000","0.0000000000"
"225","18721","-1250.6642784182","0.0011822803","0.7807323612","2.2054013491","567.8458663286","364.7614968611","203.0843694675","230.6250615814","316.1734222633","-85.5483606819","-91.7200979249","6.1717372430","147.8560458819","196.2711055774","-27.9537291960","-180.0304517741","152.0767225781","4.3604790359","10.1547110715","133.3408557745","0.0000000000","0.0000000000"
"226","7313","-1250.6689078758","0.0011768196","0.7819091808","2.2081612555","567.8486262350","364.6961175354","203.1525086996","230.5596822557","319.2101892795","-88.6505070239","-94.9092863372","6.2587793133","145.2144010685","201.7405041055","-27.7447158944","-179.7205098215","151.9757939271","4.3276332143","9.9545222089","130.9322456453","0.0000000000","0.0000000000"
"227","20038","-1250.6725402979","0.0011725527","0.7830817335","2.2103267673","567.8507917468","366.0496315564","201.8011601904","231.9131962766","324.4843184159","-92.5711221392","-98.9118652059","6.3407430666","145.1496114365","204.8497272008","-25.5150202215","-177.0638988389","151.5488786175","4.4349533128","10.0933845106","130.6212736132","0.0000000000","0.0000000000"
"228","25872","-1250.6796192156","0.0011642816","0.7842460151","2.2145469486","567.8550119281","362.8290113239","205.0260006041","228.6925760442","296.8875105096","-68.1949344654","-74.2444021046","6.0494676392","147.0458484794","175.9094105131","-26.0677484829","-181.9075770694","155.8398285865","4.3852925646","9.8225521201","132.8380037948","0.0000000000","0.0000000000"
"229","27672","-1250.6808668905","0.0011628299","0.7854088449","2.2152907649","567.8557557443","363.0297767782","204.8259789661","228.8933414985","297.5159737969","-68.6226322985","-74.6516559568","6.0290236583","147.3974647976","177.1023678397","-26.9838588404","-182.1406267578","155.1567679174","4.3736819068","9.6620582025","133.3617246883","0.0000000000","0.0000000000"
"230","3769","-1250.7034427730","0.0011368721","0.7865457170","2.2287496467","567.8692146261","364.2976413646","203.5715732615","230.1612060848","315.0534322802","-84.8922261954","-91.1828252911","6.2905990957","146.8353273610","195.0587508845","-26.8406459653","-180.7075561275","153.8669101621","4.4323900525","10.1445130490","132.2584242596","0.0000000000","0.0000000000"
"231","26727","-1250.7035750116","0.0011367217","0.7876824387","2.2288284822","567.8692934617","362.7895791447","205.0797143170","228.6531438650","292.4624725124","-63.8093286474","-69.7920785242","5.9827498769","147.1105300178","173.1274590247","-27.7755165302","-182.2193907611","154.4438742310","4.3089975239","9.5925959518","133.2089365422","0.0000000000","0.0000000000"
"232","3725","-1250.7040283040","0.0011362066","0.7888186453","2.2290987179","567.8695636974","364.7737109621","203.0958527353","230.6372756824","315.9283731153","-85.2910974329","-91.5685434805","6.2774460476","146.6249105588","196.8015960237","-27.4981334672","-180.4624827394","152.9643492721","4.3793415833","10.1538058425","132.0917631330","0.0000000000","0.0000000000"
"233","12980","-1250.7047157296","0.0011354258","0.7899540711","2.2295085349","567.8699735144","366.1311950442","201.7387784702","231.9947597645","317.7171981582","-85.7224383937","-92.0377184021","6.3152800084","146.4535255186","196.1790460049","-24.9153733653","-177.3312941493","152.4159207840","4.5102111593","10.8153437949","131.1279705644","0.0000000000","0.0000000000"
"234","5414","-1250.7092215369","0.0011303213","0.7910843924","2.2321947257","567.8726597052","364.7447916776","203.1278680276","230.6083563979","314.7778195590","-84.1694631611","-90.4341320386","6.2646688775","146.6660933684","195.5698886700","-27.4581624795","-180.4328486290","152.9746861495","4.3865940918","10.1844021198","132.0950971569","0.0000000000","0.0000000000"
"235","20646","-1250.7199297535","0.0011182821","0.7922026745","2.2385785569","567.8790435363","366.4964955199","201.3825480164","232.3600602401","326.3724250273","-94.0123647871","-100.3171914658","6.3048266786","144.4160841718","207.8732238310","-25.9168829756","-176.7012073495","150.7843243740","4.3914918800","10.0550174372","129.9695748546","0.0000000000","0.0000000000"
"236","15358","-1250.7300935773","0.0011069737","0.7933096482","2.2446378417","567.8851028212","366.2715881032","201.6135147180","232.1351528234","318.5589289400","-86.4237761166","-92.6902598688","6.2664837521","145.9723097835","198.8055325860","-26.2189134295","-177.9193003910","151.7003869615","4.4537378715","10.2142263499","131.3043455622","0.0000000000","0.0000000000"
"237","31097","-1250.7379807446","0.0010982771","0.7944079254","2.2493398707","567.8898048501","363.7197406053","204.1700642448","229.5833053256","299.7099920989","-70.1266867733","-76.1351132347","6.0084264614","147.9294321615","178.2123973612","-26.4318374238","-180.1264772528","153.6946398290","4.3382656607","9.9457754786","133.6453910221","0.0000000000","0.0000000000"
"238","4817","-1250.7394729143","0.0010966395","0.7955045649","2.2502294454","567.8906944249","365.1149190794","202.7757753454","230.9784837997","315.5663327372","-84.5878489375","-90.8264698261","6.2386208885","146.4840741103","197.0854608593","-28.0032022324","-180.1435083370","152.1403061047","4.3491786795","10.2211482015","131.9137472292","0.0000000000","0.0000000000"
"239","22843","-1250.7544231055","0.0010803665","0.7965849314","2.2591421803","567.8996071598","366.5338124197","201.3657947400","232.3973771400","317.1116506978","-84.7142735578","-91.0162048869","6.3019313291","147.7493467553","194.2393874141","-24.8770834715","-176.0645532840","151.1874698125","4.4471794068","10.4259039151","132.8762634333","0.0000000000","0.0000000000"
"240","10165","-1250.7551972293","0.0010795305","0.7976644619","2.2596036834","567.9000686629","366.0708749691","201.8291936938","231.9344396894","316.7402758206","-84.8058361312","-91.1278837068","6.3220475756","146.7307084241","195.3544887137","-25.3449213173","-177.2198776273","151.8749563100","4.4614488580","10.5421313026","131.7271282636","0.0000000000","0.0000000000"
"241","21581","-1250.7575134878","0.0010770329","0.7987414949","2.2609845486","567.9014495280","362.8738873483","205.0275621797","228.7374520686","297.5611882042","-68.8237361355","-74.9098856458","6.0861495103","147.7449445624","173.6236900373","-23.8074463955","-180.7970323143","156.9895859188","4.5703772635","10.8853298645","132.2892374344","0.0000000000","0.0000000000"
"242","7822","-1250.7781051584","0.0010550818","0.7997965767","2.2732605188","567.9137254982","364.0485318520","203.8651936463","229.9120965722","294.3174565355","-64.4053599633","-70.3756341218","5.9702741585","148.7133618589","175.0910900017","-29.4869953251","-183.3534212127","153.8664258876","4.2134778814","9.9752723378","134.5246116397","0.0000000000","0.0000000000"
"243","20481","-1250.7857897438","0.0010470050","0.8008435817","2.2778417761","567.9183067555","365.9942051778","201.9241015778","231.8577698980","319.3499119738","-87.4921420758","-93.7504244895","6.2582824138","147.3507932713","197.8224977601","-25.8233790576","-177.1704348408","151.3470557833","4.4465173382","10.2579044548","132.6463714782","0.0000000000","0.0000000000"
"244","20627","-1250.7905857641","0.0010419956","0.8018855772","2.2807009808","567.9211659603","365.5890789012","202.3320870591","231.4526436214","313.7906363703","-82.3379927489","-88.5640581934","6.2260654445","145.3793529023","196.9191968600","-28.5079133919","-179.0668457177","150.5589323259","4.2180540229","9.8403488591","131.3209500203","0.0000000000","0.0000000000"
"245","16868","-1250.7978742621","0.0010344286","0.8029200058","2.2850461059","567.9255110853","365.1858949127","202.7396161727","231.0494596330","314.6602413682","-83.6107817352","-89.7898068940","6.1790251587","148.0133322599","194.2115788161","-27.5646697078","-179.5462076222","151.9815379144","4.4466282836","9.9575081233","133.6091958530","0.0000000000","0.0000000000"
"246","10226","-1250.8082783761","0.0010237221","0.8039437279","2.2912486426","567.9317136221","365.5971250044","202.3345886177","231.4606897246","316.6771115737","-85.2150271936","-91.4478056035","6.2327784100","147.8875945036","195.9231810843","-27.1336640141","-179.0414999082","151.9078358941","4.3589360923","10.1980765231","133.3305818881","0.0000000000","0.0000000000"
"247","25857","-1250.8146324190","0.0010172379","0.8049609658","2.2950366811","567.9355016606","361.9884071077","205.9470945529","227.8519718279","292.2662722658","-64.4143004379","-70.3658206457","5.9515202079","148.1044025098","171.6629324165","-27.5010626606","-185.1857447889","157.6846821284","4.3723920974","10.2587494398","133.4732609726","0.0000000000","0.0000000000"
"248","15795","-1250.8190835619","0.0010127201","0.8059736860","2.2976902831","567.9381552625","364.9840635429","202.9540917196","230.8476282632","319.0410485230","-88.1934202598","-94.3668914387","6.1734711788","144.7746837313","201.1515231006","-26.8851583089","-178.8974596336","152.0123013248","4.3712331111","10.1623018268","130.2411487934","0.0000000000","0.0000000000"
"249","18091","-1250.8324707269","0.0009992530","0.8069729390","2.3056712013","567.9461361807","364.5292874246","203.4168487561","230.3928521449","313.6700298845","-83.2771777395","-89.4180539302","6.1408761907","146.5122631844","194.0979036552","-26.9401369552","-180.4747799326","153.5346429774","4.4449628174","10.2609379198","131.8063624472","0.0000000000","0.0000000000"
"250","8087","-1250.8329929658","0.0009987313","0.8079716703","2.3059825402","567.9464475197","364.7587948411","203.1876526786","230.6223595613","314.1157537853","-83.4933942239","-89.5801608287","6.0867666047","146.7952240068","194.9531313455","-27.6326015670","-180.4277268154","152.7951252484","4.3989961163","10.1169090530","132.2793188375","0.0000000000","0.0000000000"
"251","5984","-1250.8332672864","0.0009984574","0.8089701276","2.3061460797","567.9466110592","364.9908601250","202.9557509341","230.8544248453","316.2097205018","-85.3552956565","-91.6396481427","6.2843524861","146.3889995950","197.4121975199","-27.5914766131","-180.3303173748","152.7388407617","4.3630872300","10.0845437838","131.9413685812","0.0000000000","0.0000000000"
"252","8177","-1250.8453257879","0.0009864898","0.8099566174","2.3133348993","567.9537998787","365.2134738297","202.7403260490","231.0770385500","316.1912924584","-85.1142539085","-91.3174094835","6.2031555751","146.1287769317","197.9350608406","-27.8725453139","-178.8883334795","151.0157881656","4.3866375657","9.8859555561","131.8561838100","0.0000000000","0.0000000000"
