" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","268.5041409144"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"499","3938","-1148.3268580485","0.0003998186","0.9235803764","2.2350513709","524.5168131311","366.6200580737","157.8967550574","255.7339382425","297.2889664591","-41.5550282166","-47.4719261995","5.9168979829","133.1605680674","173.7499498684","-9.6215514768","-142.7141475500","133.0925960732","4.9639324671","14.3350941731","113.8615414273","0.0000000000","0.0000000000"
"500","5072","-1148.3330253135","0.0003973604","0.9239777368","2.2387280595","524.5204898197","366.1067903862","158.4136994336","255.2206705549","296.6025546407","-41.3818840858","-47.1993813911","5.8174973053","132.9490952184","174.1210673380","-10.4676079157","-144.6418647277","134.1742568120","4.9885705719","15.2984334073","112.6620912393","0.0000000000","0.0000000000"
"501","5099","-1148.3379344284","0.0003954145","0.9243731513","2.2416546869","524.5234164472","366.3396803651","158.1837360821","255.4535605338","294.7380801665","-39.2845196327","-45.1254283696","5.8409087369","133.8267196248","171.1580631466","-10.2467026048","-144.3707796137","134.1240770089","4.9829227202","15.2573878270","113.5864090776","0.0000000000","0.0000000000"
"502","1604","-1148.3398421855","0.0003946608","0.9247678121","2.2427920191","524.5245537793","365.8541767420","158.6703770373","254.9680569108","295.0217399679","-40.0536830572","-45.9180935786","5.8644105214","133.0230310563","171.8153914393","-9.8166825277","-144.3750415811","134.5583590534","5.0492794124","15.3407614669","112.6329901770","0.0000000000","0.0000000000"
"503","12747","-1148.3446763053","0.0003927576","0.9251605697","2.2456739373","524.5274356975","366.3713651985","158.1560704990","255.4852453672","298.1027021629","-42.6174567956","-48.5070895632","5.8896327676","132.5796882854","174.8556025862","-9.3325887088","-143.1249576124","133.7923689036","5.0143795500","15.3859173752","112.1793913601","0.0000000000","0.0000000000"
"504","1419","-1148.3469118455","0.0003918806","0.9255524503","2.2470066813","524.5287684415","365.9028942327","158.6258742089","255.0167744014","295.7817428988","-40.7649684974","-46.6812682530","5.9162997557","133.0043869521","172.6628512703","-9.8854953236","-144.4542852594","134.5687899359","5.0550389434","15.4136139902","112.5357340185","0.0000000000","0.0000000000"
"505","13278","-1148.3514799025","0.0003900945","0.9259425448","2.2497299829","524.5314917432","366.1639172414","158.3675745018","255.2777974102","295.5166498655","-40.2388524553","-46.0776629269","5.8388104716","132.7390987017","173.0636013671","-10.2860502033","-144.2484001729","133.9623499696","5.0255492045","15.1792072109","112.5343422863","0.0000000000","0.0000000000"
"506","11242","-1148.3556673969","0.0003884644","0.9263310092","2.2522264077","524.5339881680","366.7052710281","157.8287171399","255.8191511968","294.6465999468","-38.8274487499","-44.7382151627","5.9107664128","133.7281720978","170.7270968168","-9.8086689678","-142.6622394644","132.8535704966","4.9072955584","15.0868375624","113.7340389771","0.0000000000","0.0000000000"
"507","2462","-1148.3610274956","0.0003863878","0.9267173970","2.2554218946","524.5371836548","365.8791571335","158.6580265213","254.9930373022","297.9812392275","-42.9885418444","-48.8543472602","5.8658054158","132.0032861929","175.4108083211","-9.4328552865","-144.3891100502","134.9562547637","5.0534276841","15.1265625724","111.8232959364","0.0000000000","0.0000000000"
"508","9736","-1148.3655848884","0.0003846309","0.9271020278","2.2581388387","524.5399005989","365.8615595206","158.6783410784","254.9754396893","294.7191410581","-39.7437013688","-45.6407057700","5.8970044013","133.0702859976","171.3828573845","-9.7340023240","-143.1659855828","133.4319832588","5.0117957382","15.1393739571","112.9191163023","0.0000000000","0.0000000000"
"509","4283","-1148.3693502745","0.0003831853","0.9274852131","2.2603836185","524.5421453788","367.0885908694","157.4535545094","256.2024710382","290.2809801234","-34.0785090853","-40.0154135059","5.9369044206","137.8401132314","164.8303765559","-12.3895096638","-142.2440323289","129.8545226651","4.6403241224","14.4646426389","118.7351464700","0.0000000000","0.0000000000"
"510","13478","-1148.3702223479","0.0003828513","0.9278680644","2.2609035155","524.5426652757","365.5145150117","159.0281502640","254.6283951805","291.8715820356","-37.2431868551","-43.1052196446","5.8620327895","132.9148703403","168.7855993933","-9.8288876979","-144.3176764515","134.4887887535","4.9387402870","14.9953352209","112.9807948324","0.0000000000","0.0000000000"
"511","2059","-1148.3713383899","0.0003824242","0.9282504886","2.2615688573","524.5433306175","365.8063018484","158.7370287691","254.9201820172","297.4143474939","-42.4941654767","-48.3567911954","5.8626257187","132.0692374467","174.8840089903","-9.5388989431","-144.3534260369","134.8145270937","5.0300104569","15.2228721841","111.8163548057","0.0000000000","0.0000000000"
"512","7554","-1148.3770844451","0.0003802331","0.9286307217","2.2649944366","524.5467561969","366.2931372666","158.2536189302","255.4070174354","298.4453654465","-43.0383480111","-48.8906717177","5.8523237066","132.5773711596","175.8824141135","-10.0144198266","-143.6811549784","133.6667351518","5.0328240966","15.0981138730","112.4464331900","0.0000000000","0.0000000000"
"513","5685","-1148.3849771041","0.0003772439","0.9290079656","2.2696997395","524.5514614998","365.7965389829","158.7549225169","254.9104191516","291.0692492260","-36.1590530614","-41.9974398167","5.8383867553","133.4912207526","168.1535268187","-10.5754983454","-144.4744949715","133.8989966261","4.9115206990","14.8862646141","113.6934354395","0.0000000000","0.0000000000"
"514","3096","-1148.3923082068","0.0003744884","0.9293824540","2.2740702638","524.5558320241","365.7209102974","158.8349217266","254.8347904662","291.1341722126","-36.2993817464","-42.1468585976","5.8474768512","134.2854897414","166.8716945356","-10.0230120644","-142.9234858222","132.9004737578","4.8724494417","14.4200921100","114.9929481897","0.0000000000","0.0000000000"
"515","7664","-1148.3944130945","0.0003737009","0.9297561549","2.2753251178","524.5570868780","366.0245316219","158.5325552562","255.1384117906","296.7203361146","-41.5819243240","-47.4133866023","5.8314622783","133.3855253279","173.3361007806","-10.0012899939","-145.0749900784","135.0737000845","4.9687437187","15.8389771146","112.5778044946","0.0000000000","0.0000000000"
"516","12833","-1148.3999268845","0.0003716461","0.9301278010","2.2786122295","524.5603739897","366.1201859193","158.4401880705","255.2340660880","297.7604055850","-42.5261114036","-48.3776508736","5.8515394700","132.7746439278","175.0263109736","-10.0405493164","-144.4371763066","134.3966269902","5.0822289746","15.2376381564","112.4547767968","0.0000000000","0.0000000000"
"517","5008","-1148.4005514577","0.0003714141","0.9304992151","2.2789845763","524.5607463365","366.0768244498","158.4839218867","255.1907046186","293.6295027935","-38.4387981749","-44.2634199579","5.8246217830","132.8358450072","171.1081921180","-10.3145343317","-144.0124643604","133.6979300287","4.9599547286","15.1474456012","112.7284446775","0.0000000000","0.0000000000"
"518","2971","-1148.4011066843","0.0003712079","0.9308704230","2.2793155812","524.5610773415","364.8137533337","159.7473240078","253.9276335024","292.1799235326","-38.2522900302","-44.0375623267","5.7852722966","135.2066625150","169.1511997017","-12.1779386841","-150.6612131625","138.4832744784","5.1958283869","18.5901199145","111.4207142136","0.0000000000","0.0000000000"
"519","7261","-1148.4087515450","0.0003683809","0.9312388038","2.2838731562","524.5656349164","365.8871915049","158.6784434115","255.0010716737","297.8838078530","-42.8827361793","-48.8017889865","5.9190528072","131.9970848393","175.2896461663","-9.4029231526","-144.3471989635","134.9442758109","5.1332085452","15.1463274944","111.7175487997","0.0000000000","0.0000000000"
"520","5196","-1148.4232257702","0.0003630873","0.9316018911","2.2925021383","524.5742638985","365.9736994723","158.6005644262","255.0875796411","297.0367600451","-41.9491804040","-47.8561728688","5.9069924648","131.8304658357","174.4595047827","-9.2532105733","-143.9592937618","134.7060831885","5.0889955528","15.0160118330","111.7254584499","0.0000000000","0.0000000000"
"521","2920","-1148.4240619533","0.0003627838","0.9319646749","2.2930006388","524.5747623990","366.3422842415","158.2324781575","255.4561644103","295.6212991610","-40.1651347507","-46.0592182480","5.8940834973","133.0918844733","172.4147176556","-9.8853029679","-143.5369801724","133.6516772045","4.9508130154","14.7705437379","113.3705277200","0.0000000000","0.0000000000"
"522","13300","-1148.4253403356","0.0003623203","0.9323269952","2.2937627616","524.5755245219","365.6513607259","158.9241637960","254.7652408947","293.0000793141","-38.2350447944","-44.1319170543","5.8968722599","133.6574145263","169.4189728106","-10.0763080227","-144.8301414349","134.7538334122","5.0022231121","15.0737267608","113.5814646534","0.0000000000","0.0000000000"
"523","7618","-1148.4288039052","0.0003610675","0.9326880627","2.2958276100","524.5775893703","366.3024648568","158.2751245135","255.4163450255","296.7743323309","-41.3579873054","-47.2699614559","5.9119741506","132.6702978563","173.5783450286","-9.4743105541","-144.2765329122","134.8022223581","5.0845974688","14.8817640440","112.7039363435","0.0000000000","0.0000000000"
"524","1380","-1148.4349935697","0.0003588396","0.9330469023","2.2995176524","524.5812794126","365.6598717371","158.9214076756","254.7737519058","294.4910247245","-39.7172728186","-45.5684418662","5.8511690475","132.9154309843","171.2101585862","-9.6345648460","-144.8823916672","135.2478268212","5.0542370547","15.2380123380","112.6231815916","0.0000000000","0.0000000000"
"525","11913","-1148.4462206495","0.0003548334","0.9334017356","2.3062108100","524.5879725702","366.4363562241","158.1516163461","255.5502363928","296.3439565660","-40.7937201731","-46.7014146044","5.9076944313","133.0232854767","173.0781978797","-9.7575267903","-143.5091094854","133.7515826951","4.9719493285","14.6374300704","113.4139060777","0.0000000000","0.0000000000"
"526","3385","-1148.4495188975","0.0003536650","0.9337554006","2.3081770999","524.5899388601","366.4829268339","158.1070120262","255.5968070027","294.7533130674","-39.1565060647","-45.0463171156","5.8898110509","134.0691437285","170.7336778755","-10.0495085367","-142.3170527756","132.2675442389","4.8647338784","14.3033264139","114.9010834362","0.0000000000","0.0000000000"
"527","9584","-1148.4496736609","0.0003536102","0.9341090108","2.3082693640","524.5900311242","366.0837681021","158.5062630221","255.1976482709","292.3247473587","-37.1270990879","-42.9639487333","5.8368496454","133.6785908107","168.8995466421","-10.2533900941","-144.3880761561","134.1346860619","4.9043300272","14.6437973850","114.1304633985","0.0000000000","0.0000000000"
"528","6794","-1148.4514151060","0.0003529950","0.9344620058","2.3093075472","524.5910693075","366.0437910664","158.5472782410","255.1576712352","297.5256494756","-42.3679782404","-48.2491912495","5.8812130091","132.9269138180","174.3883359677","-9.7896003101","-144.4902258173","134.7006255073","5.0766660053","15.3208330743","112.5294147384","0.0000000000","0.0000000000"
"529","4428","-1148.4641953851","0.0003485123","0.9348105181","2.3169266631","524.5986884234","365.7314453770","158.8672430464","254.8453255457","290.2533746116","-35.4080490659","-41.1864766284","5.7784275625","134.7999497721","166.3676900238","-10.9142651843","-144.5246110476","133.6103458633","4.8640036766","15.2793380454","114.6566080501","0.0000000000","0.0000000000"
"530","12393","-1148.4672130977","0.0003474622","0.9351579803","2.3187257085","524.6004874687","365.8462500469","158.7542374218","254.9601302157","293.7004847068","-38.7403544911","-44.5786453362","5.8382908451","133.0756900194","170.8182915881","-10.1934969007","-144.0174210263","133.8239241256","4.9276331641","15.0122572350","113.1357996203","0.0000000000","0.0000000000"
"531","8722","-1148.4690636913","0.0003468198","0.9355048001","2.3198289619","524.6015907222","365.6422801303","158.9593105919","254.7561602990","292.2266741312","-37.4705138322","-43.3388340356","5.8683202035","132.8441729151","169.0915000993","-9.7089988832","-144.3425847445","134.6335858614","4.9618178227","14.8851894928","112.9971655996","0.0000000000","0.0000000000"
"532","12446","-1148.4723459869","0.0003456833","0.9358504833","2.3217857417","524.6035475019","365.9504398575","158.6531076444","255.0643200262","294.7916764292","-39.7273564030","-45.5503815675","5.8230251645","132.9696545047","171.9455070996","-10.1234851751","-144.2054278256","134.0819426506","4.9929845258","15.0151430356","112.9615269433","0.0000000000","0.0000000000"
"533","12318","-1148.4879056648","0.0003403462","0.9361908295","2.3310618294","524.6128235896","366.1206269953","158.4921965943","255.2345071640","297.1508561147","-41.9163489507","-47.7452373593","5.8288884086","133.3860163890","173.9272106935","-10.1623709678","-145.0514048733","134.8890339056","5.0789630936","15.4894880655","112.8175652299","0.0000000000","0.0000000000"
"534","7327","-1148.4883774541","0.0003401856","0.9365310152","2.3313430922","524.6131048524","366.1598417067","158.4532631457","255.2737218755","294.1723480956","-38.8986262202","-44.7410844202","5.8424582000","133.6504762369","170.6677063080","-10.1458344492","-142.4058494795","132.2600150303","4.8743170128","14.6483924416","114.1277667824","0.0000000000","0.0000000000"
"535","8910","-1148.4960778878","0.0003375761","0.9368685913","2.3359337976","524.6176955578","367.9244345455","156.6932610123","257.0383147143","294.9066224469","-37.8683077326","-43.9808430468","6.1125353142","138.5883783104","163.8077455251","-7.4895013886","-137.5256899735","130.0361885849","4.6949295279","13.3348062586","120.5586425239","0.0000000000","0.0000000000"
"536","9562","-1148.4986839774","0.0003366975","0.9372052888","2.3374874490","524.6192492093","365.7282417356","158.8910074737","254.8421219044","293.2151523054","-38.3730304010","-44.1971577904","5.8241273894","133.6020172484","169.8507400047","-10.2376049477","-144.2349942399","133.9973892922","4.9325785519","15.0547516690","113.6146870275","0.0000000000","0.0000000000"
"537","10240","-1148.5139984992","0.0003315804","0.9375368693","2.3466173840","524.6283791443","366.0725538096","158.5558253347","255.1864339783","293.2217022294","-38.0352682510","-43.8647220425","5.8294537914","133.8005608970","169.8731886576","-10.4520473253","-144.3611194522","133.9090721269","4.9340035209","15.3905400048","113.4760173713","0.0000000000","0.0000000000"
"538","1627","-1148.5179931713","0.0003302585","0.9378671278","2.3489988554","524.6307606157","366.2184403879","158.4123202278","255.3323205567","294.3336107127","-39.0012901561","-44.8603719017","5.8590817457","132.7606101778","171.7631682766","-10.1901677417","-143.9799265565","133.7897588148","4.9832649888","15.0139717472","112.7633734418","0.0000000000","0.0000000000"
"539","8075","-1148.5191588716","0.0003298738","0.9381970016","2.3496938015","524.6314555618","365.7799263111","158.8515292507","254.8938064798","295.2323012605","-40.3384947807","-46.2355283971","5.8970336163","132.8346807943","171.9182785576","-9.5206580913","-144.8799997802","135.3593416889","5.0771333194","15.1262412523","112.6313062225","0.0000000000","0.0000000000"
"540","11425","-1148.5233810987","0.0003284839","0.9385254855","2.3522109326","524.6339726929","366.1547829844","158.4791897085","255.2686631531","293.3036142167","-38.0349510636","-43.8786388839","5.8436878203","132.8380445592","170.7768575423","-10.3112878848","-143.9655130016","133.6542251168","4.9592286093","15.1288134939","112.7500024560","0.0000000000","0.0000000000"
